rollout/ep_rew_mean,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
8.95,0.05,11625,296015,25,107.34,3110,73753,0.05229048430919647,0.0001,,
8.97,0.05,11665,297004,25,106.03,3120,74000,0.06361041963100433,0.0001,,
8.96,0.05,11708,298077,25,108.12,3130,74269,0.19029413163661957,0.0001,,
8.63,0.05,11746,299045,25,104.08,3140,74511,0.15760746598243713,0.0001,,
,0.05,,300000,,,,74749,0.2315344512462616,0.0001,101.4,11.2
8.94,0.05,11799,300277,25,108.12,3150,74819,0.22966693341732025,0.0001,,
8.73,0.05,11842,301348,25,107.12,3160,75086,0.11258288472890854,0.0001,,
9.06,0.05,11888,302482,25,109.05,3170,75370,0.1609601527452469,0.0001,,
9.07,0.05,11930,303552,25,108.97,3180,75637,0.04858913645148277,0.0001,,
9.03,0.05,11971,304604,25,110.06,3190,75900,0.1822448968887329,0.0001,,
9.08,0.05,12010,305579,25,107.39,3200,76144,0.050155527889728546,0.0001,,
9.1,0.05,12058,306804,25,107.89,3210,76450,0.09556865692138672,0.0001,,
9.23,0.05,12097,307761,25,107.57,3220,76690,0.20115746557712555,0.0001,,
9.53,0.05,12145,308922,25,108.45,3230,76980,0.19453279674053192,0.0001,,
9.51,0.05,12184,309858,25,108.13,3240,77214,0.06277720630168915,0.0001,,
9.13,0.05,12220,310723,25,104.46,3250,77430,0.10516767203807831,0.0001,,
9.17,0.05,12259,311668,25,103.2,3260,77666,0.231745645403862,0.0001,,
8.96,0.05,12298,312621,25,101.39,3270,77905,0.33920997381210327,0.0001,,
9.22,0.05,12348,313847,25,102.95,3280,78211,0.23393487930297852,0.0001,,
9.09,0.05,12382,314686,25,100.82,3290,78421,0.1741732656955719,0.0001,,
9.7,0.05,12453,316447,25,108.68,3300,78861,0.24749387800693512,0.0001,,
9.43,0.05,12492,317376,25,105.72,3310,79093,0.26763299107551575,0.0001,,
9.5,0.05,12541,318553,25,107.92,3320,79388,0.12948063015937805,0.0001,,
9.3,0.05,12578,319455,25,105.33,3330,79613,0.17058023810386658,0.0001,,
9.62,0.05,12632,320774,25,109.16,3340,79943,0.10236455500125885,0.0001,,
9.88,0.05,12680,321937,25,112.14,3350,80234,0.18552453815937042,0.0001,,
9.8,0.05,12710,322676,25,110.08,3360,80418,0.16358205676078796,0.0001,,
9.87,0.05,12751,323722,25,111.01,3370,80680,0.2328316867351532,0.0001,,
9.81,0.05,12803,325014,25,111.67,3380,81003,0.058145664632320404,0.0001,,
9.98,0.05,12835,325812,25,111.26,3390,81202,0.04401734471321106,0.0001,,
9.21,0.05,12865,326565,25,101.18,3400,81391,0.06811937689781189,0.0001,,
9.62,0.05,12908,327651,25,102.75,3410,81662,0.1181076169013977,0.0001,,
10.24,0.05,12978,329349,25,107.96,3420,82087,0.0665871649980545,0.0001,,
10.56,0.05,13038,330741,25,112.86,3430,82435,0.20707815885543823,0.0001,,
10.55,0.05,13099,332237,25,114.63,3440,82809,0.20509138703346252,0.0001,,
10.49,0.05,13142,333306,25,113.69,3450,83076,0.11954637616872787,0.0001,,
10.81,0.05,13190,334487,25,118.11,3460,83371,0.040460504591464996,0.0001,,
10.74,0.05,13231,335514,25,117.92,3470,83628,0.08200738579034805,0.0001,,
10.4,0.05,13262,336309,25,112.95,3480,83827,0.10257567465305328,0.0001,,
10.24,0.05,13298,337199,25,113.87,3490,84049,0.09383177757263184,0.0001,,
10.41,0.05,13346,338413,25,118.48,3500,84353,0.1884414255619049,0.0001,,
10.05,0.05,13391,339513,25,118.62,3510,84628,0.0734330415725708,0.0001,,
9.33,0.05,13426,340392,25,110.43,3520,84847,0.15505270659923553,0.0001,,
9.26,0.05,13476,341643,25,109.02,3530,85160,0.1374291628599167,0.0001,,
9.21,0.05,13519,342727,25,104.9,3540,85431,0.05141439661383629,0.0001,,
9.86,0.05,13593,344597,25,112.91,3550,85899,0.19837339222431183,0.0001,,
9.65,0.05,13626,345429,25,109.42,3560,86107,0.10065658390522003,0.0001,,
9.65,0.05,13675,346613,25,110.99,3570,86403,0.07178112119436264,0.0001,,
9.49,0.05,13704,347274,25,109.65,3580,86568,0.12949255108833313,0.0001,,
9.53,0.05,13741,348178,25,109.79,3590,86794,0.27355965971946716,0.0001,,
9.34,0.05,13772,348959,25,105.46,3600,86989,0.16270680725574493,0.0001,,
,0.05,,350000,,,,87249,0.07130718976259232,0.0001,100.0,9.6
9.67,0.05,13819,350064,25,105.51,3610,87265,0.08167170733213425,0.0001,,
9.78,0.05,13868,351293,25,109.01,3620,87573,0.1993587613105774,0.0001,,
9.46,0.05,13903,352123,25,104.8,3630,87780,0.1924954652786255,0.0001,,
9.41,0.05,13946,353200,25,104.73,3640,88049,0.18298578262329102,0.0001,,
9.01,0.05,14000,354462,25,98.65,3650,88365,0.15128082036972046,0.0001,,
8.92,0.05,14033,355286,25,98.57,3660,88571,0.17831291258335114,0.0001,,
9.4,0.05,14097,356867,25,102.54,3670,88966,0.05975058674812317,0.0001,,
10.21,0.05,14166,358585,25,113.11,3680,89396,0.0752883106470108,0.0001,,
10.53,0.05,14206,359597,25,114.19,3690,89649,0.2954154312610626,0.0001,,
10.71,0.05,14242,360508,25,115.49,3700,89876,0.10602624714374542,0.0001,,
10.52,0.05,14282,361472,25,114.08,3710,90117,0.07935526967048645,0.0001,,
10.76,0.05,14324,362538,25,112.45,3720,90384,0.23051998019218445,0.0001,,
11.43,0.05,14385,364072,25,119.49,3730,90767,0.08338604867458344,0.0001,,
11.53,0.05,14428,365138,25,119.38,3740,91034,0.07571300864219666,0.0001,,
11.42,0.05,14479,366431,25,119.69,3750,91357,0.059839267283678055,0.0001,,
11.68,0.05,14523,367544,25,122.58,3760,91635,0.19283883273601532,0.0001,,
11.37,0.05,14567,368615,25,117.48,3770,91903,0.11223430186510086,0.0001,,
11.22,0.05,14621,369933,25,113.48,3780,92233,0.05567452311515808,0.0001,,
11.42,0.05,14669,371127,25,115.3,3790,92531,0.26785197854042053,0.0001,,
11.49,0.05,14711,372126,25,116.18,3800,92781,0.06382329016923904,0.0001,,
11.64,0.05,14752,373149,25,116.77,3810,93037,0.07517297565937042,0.0001,,
11.48,0.05,14798,374312,25,117.74,3820,93327,0.1873660832643509,0.0001,,
10.83,0.05,14839,375274,25,112.02,3830,93568,0.3451729118824005,0.0001,,
10.95,0.05,14889,376503,25,113.65,3840,93875,0.32597553730010986,0.0001,,
11.25,0.05,14948,377970,25,115.39,3850,94242,0.10286034643650055,0.0001,,
11.14,0.05,14988,378979,25,114.35,3860,94494,0.06406199932098389,0.0001,,
11.28,0.05,15040,380242,25,116.27,3870,94810,0.11417240649461746,0.0001,,
11.18,0.05,15080,381205,25,112.72,3880,95051,0.22004330158233643,0.0001,,
11.02,0.05,15124,382299,25,111.72,3890,95324,0.1118478998541832,0.0001,,
10.98,0.05,15163,383247,25,111.21,3900,95561,0.07518148422241211,0.0001,,
10.99,0.05,15216,384569,25,114.2,3910,95892,0.18162202835083008,0.0001,,
11.45,0.05,15277,386088,25,117.76,3920,96271,0.09415686130523682,0.0001,,
11.76,0.05,15320,387170,25,118.96,3930,96542,0.06281393021345139,0.0001,,
11.57,0.05,15367,388317,25,118.14,3940,96829,0.20003747940063477,0.0001,,
11.07,0.05,15404,389227,25,112.57,3950,97056,0.14925673604011536,0.0001,,
11.0,0.05,15452,390315,25,113.36,3960,97328,0.1586025208234787,0.0001,,
10.76,0.05,15497,391362,25,111.2,3970,97590,0.06144603714346886,0.0001,,
10.44,0.05,15537,392319,25,111.14,3980,97829,0.2971978783607483,0.0001,,
10.06,0.05,15566,392993,25,106.94,3990,97998,0.3425695598125458,0.0001,,
10.43,0.05,15615,394147,25,109.0,4000,98286,0.1132161021232605,0.0001,,
10.69,0.05,15672,395471,25,109.02,4010,98617,0.072793148458004,0.0001,,
9.85,0.05,15699,396100,25,100.12,4020,98774,0.06439648568630219,0.0001,,
9.46,0.05,15731,396828,25,96.58,4030,98956,0.13250325620174408,0.0001,,
9.36,0.05,15774,397818,25,95.01,4040,99204,0.3895268142223358,0.0001,,
9.79,0.05,15832,399148,25,99.21,4050,99536,0.142178475856781,0.0001,,
9.67,0.05,15865,399923,25,96.08,4060,99730,0.163613423705101,0.0001,,
,0.05,,400000,,,,99749,0.19045105576515198,0.0001,86.8,7.4
9.54,0.05,15901,400696,25,93.34,4070,99923,0.21275728940963745,0.0001,,
9.81,0.05,15956,401988,25,96.69,4080,100246,0.24997670948505402,0.0001,,
10.64,0.05,16019,403408,25,104.15,4090,100601,0.18936452269554138,0.0001,,
10.1,0.05,16052,404148,25,100.01,4100,100786,0.09768616408109665,0.0001,,
9.52,0.05,16086,404948,25,94.77,4110,100986,0.14739301800727844,0.0001,,
9.96,0.05,16130,405949,25,98.49,4120,101237,0.26269978284835815,0.0001,,
10.34,0.05,16176,407035,25,102.07,4130,101508,0.11916761100292206,0.0001,,
10.35,0.05,16221,408120,25,103.02,4140,101779,0.07328927516937256,0.0001,,
10.29,0.05,16272,409348,25,102.0,4150,102086,0.15761950612068176,0.0001,,
10.59,0.05,16315,410376,25,104.53,4160,102343,0.19222292304039001,0.0001,,
11.03,0.05,16367,411650,25,109.54,4170,102662,0.17578931152820587,0.0001,,
10.79,0.05,16404,412573,25,105.85,4180,102893,0.17714406549930573,0.0001,,
10.11,0.05,16441,413454,25,100.46,4190,103113,0.09631689637899399,0.0001,,
10.38,0.05,16488,414569,25,104.21,4200,103392,0.2687297463417053,0.0001,,
11.22,0.05,16555,416197,25,112.49,4210,103799,0.04959096014499664,0.0001,,
10.75,0.05,16593,417030,25,110.81,4220,104007,0.3439292907714844,0.0001,,
10.44,0.05,16628,417843,25,108.08,4230,104210,0.23905062675476074,0.0001,,
10.53,0.05,16675,418980,25,108.6,4240,104494,0.24677754938602448,0.0001,,
10.7,0.05,16753,420694,25,113.46,4250,104923,0.14571793377399445,0.0001,,
10.49,0.05,16796,421711,25,113.35,4260,105177,0.1699695736169815,0.0001,,
9.96,0.05,16835,422594,25,109.44,4270,105398,0.04976612702012062,0.0001,,
9.92,0.05,16881,423611,25,110.38,4280,105652,0.036576271057128906,0.0001,,
9.79,0.05,16916,424405,25,109.51,4290,105851,0.24453075230121613,0.0001,,
9.36,0.05,16943,425056,25,104.87,4300,106013,0.06423483788967133,0.0001,,
9.04,0.05,17003,426480,25,102.83,4310,106369,0.1549748331308365,0.0001,,
9.07,0.05,17032,427194,25,101.64,4320,106548,0.1560097485780716,0.0001,,
9.73,0.05,17097,428752,25,109.09,4330,106937,0.29836803674697876,0.0001,,
9.75,0.05,17140,429781,25,108.01,4340,107195,0.204209104180336,0.0001,,
9.46,0.05,17190,430988,25,102.94,4350,107496,0.056943196803331375,0.0001,,
9.54,0.05,17236,431859,25,101.48,4360,107714,0.0895969569683075,0.0001,,
9.88,0.05,17285,433046,25,104.52,4370,108011,0.06316114962100983,0.0001,,
10.26,0.05,17329,434107,25,104.96,4380,108276,0.17588084936141968,0.0001,,
10.67,0.05,17372,435118,25,107.13,4390,108529,0.14760500192642212,0.0001,,
11.43,0.05,17424,436357,25,113.01,4400,108839,0.08087998628616333,0.0001,,
11.24,0.05,17469,437397,25,109.17,4410,109099,0.29471197724342346,0.0001,,
11.74,0.05,17513,438421,25,112.27,4420,109355,0.4492412209510803,0.0001,,
11.49,0.05,17567,439669,25,109.17,4430,109667,0.24664385616779327,0.0001,,
11.27,0.05,17599,440445,25,106.64,4440,109861,0.3263227343559265,0.0001,,
11.13,0.05,17637,441379,25,103.91,4450,110094,0.2452036738395691,0.0001,,
11.54,0.05,17687,442584,25,107.25,4460,110395,0.4018656611442566,0.0001,,
11.39,0.05,17728,443529,25,104.83,4470,110632,0.2516074776649475,0.0001,,
11.23,0.05,17772,444589,25,104.82,4480,110897,0.12215591967105865,0.0001,,
11.62,0.05,17836,446131,25,110.13,4490,111282,0.25661760568618774,0.0001,,
11.13,0.05,17871,447000,25,106.43,4500,111499,0.0646645575761795,0.0001,,
11.22,0.05,17924,448303,25,109.06,4510,111825,0.04936588183045387,0.0001,,
11.89,0.05,17992,449975,25,115.54,4520,112243,0.1622750163078308,0.0001,,
,0.05,,450000,,,,112249,0.17269140481948853,0.0001,144.6,17.6
12.07,0.05,18051,451337,25,116.68,4530,112584,0.07167568802833557,0.0001,,
12.53,0.05,18101,452548,25,121.03,4540,112886,0.2270084172487259,0.0001,,
12.49,0.05,18144,453605,24,122.26,4550,113151,0.059049226343631744,0.0001,,
12.13,0.05,18186,454645,24,120.61,4560,113411,0.05350099503993988,0.0001,,
12.64,0.05,18241,456005,24,124.76,4570,113751,0.09072137624025345,0.0001,,
12.42,0.05,18274,456815,24,122.26,4580,113953,0.11929690837860107,0.0001,,
11.88,0.05,18315,457828,24,116.97,4590,114206,0.1470358669757843,0.0001,,
12.01,0.05,18354,458770,24,117.7,4600,114442,0.22698289155960083,0.0001,,
11.97,0.05,18403,459920,24,116.17,4610,114729,0.188963383436203,0.0001,,
10.68,0.05,18426,460474,24,104.99,4620,114868,0.0755135715007782,0.0001,,
10.25,0.05,18480,461659,24,103.22,4630,115164,0.20173853635787964,0.0001,,
9.8,0.05,18509,462349,24,98.01,4640,115337,0.10850261151790619,0.0001,,
9.7,0.05,18546,463245,24,96.4,4650,115561,0.07849264144897461,0.0001,,
9.71,0.05,18583,464139,24,94.94,4660,115784,0.14400309324264526,0.0001,,
9.32,0.05,18627,465211,24,92.06,4670,116052,0.13300739228725433,0.0001,,
9.28,0.05,18660,466047,24,92.32,4680,116261,0.1241178810596466,0.0001,,
9.45,0.05,18711,467239,24,94.11,4690,116559,0.1809525340795517,0.0001,,
9.39,0.05,18743,468001,24,92.31,4700,116750,0.13695523142814636,0.0001,,
10.14,0.05,18825,470004,24,100.84,4710,117250,0.0868106409907341,0.0001,,
10.43,0.05,18861,470816,24,103.42,4720,117453,0.0805017352104187,0.0001,,
11.05,0.05,18931,472533,24,108.74,4730,117883,0.07099509239196777,0.0001,,
11.29,0.05,18969,473406,24,110.57,4740,118101,0.0469549186527729,0.0001,,
12.26,0.05,19044,475246,24,120.01,4750,118561,0.04664630815386772,0.0001,,
12.19,0.05,19079,476056,24,119.17,4760,118763,0.04827580228447914,0.0001,,
12.0,0.05,19113,476907,24,116.96,4770,118976,0.11985086649656296,0.0001,,
12.41,0.05,19157,477945,24,118.98,4780,119236,0.1677440106868744,0.0001,,
12.2,0.05,19192,478817,24,115.78,4790,119454,0.06058228388428688,0.0001,,
12.42,0.05,19239,480004,24,120.03,4800,119750,0.06729240715503693,0.0001,,
11.5,0.05,19277,480912,24,109.08,4810,119977,0.10503186285495758,0.0001,,
11.87,0.05,19321,481968,24,111.52,4820,120241,0.05321333929896355,0.0001,,
11.27,0.05,19361,482952,24,104.19,4830,120487,0.1858445703983307,0.0001,,
11.0,0.05,19394,483708,24,103.02,4840,120676,0.10246087610721588,0.0001,,
10.01,0.05,19432,484626,24,93.8,4850,120906,0.04850534349679947,0.0001,,
10.21,0.05,19469,485508,24,94.52,4860,121126,0.057703353464603424,0.0001,,
10.24,0.05,19505,486402,24,94.95,4870,121350,0.17416106164455414,0.0001,,
10.2,0.05,19549,487449,24,95.04,4880,121612,0.13985522091388702,0.0001,,
10.76,0.05,19611,488953,24,101.36,4890,121988,0.10745792090892792,0.0001,,
10.78,0.05,19665,490257,24,102.53,4900,122314,0.276201069355011,0.0001,,
10.78,0.05,19700,491068,24,101.56,4910,122516,0.17183423042297363,0.0001,,
10.71,0.05,19753,492385,24,104.17,4920,122846,0.1153700053691864,0.0001,,
10.7,0.05,19787,493246,24,102.94,4930,123061,0.31902676820755005,0.0001,,
10.88,0.05,19832,494223,24,105.15,4940,123305,0.17456726729869843,0.0001,,
11.03,0.05,19879,495195,24,105.69,4950,123548,0.06802565604448318,0.0001,,
11.14,0.05,19927,496313,24,108.05,4960,123828,0.17732375860214233,0.0001,,
11.33,0.05,19964,497256,24,108.54,4970,124063,0.058470502495765686,0.0001,,
11.44,0.05,20021,498638,24,111.89,4980,124409,0.050628162920475006,0.0001,,
11.34,0.05,20075,499991,24,110.38,4990,124747,0.08844912797212601,0.0001,,
,0.05,,500000,,,,124749,0.5440782904624939,0.0001,216.4,20.8
