time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/learning_rate,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
3364,157079,0.05,46,5.33,43.59,3820,0.0001,39019,0.023691285401582718,,
3373,157555,0.05,46,5.47,44.08,3830,0.0001,39138,0.010994799435138702,,
3382,158092,0.05,46,5.55,44.55,3840,0.0001,39272,0.027615580707788467,,
3391,158571,0.05,46,5.61,45.32,3850,0.0001,39392,0.023565158247947693,,
3401,159113,0.05,46,5.9,46.91,3860,0.0001,39528,0.01647868938744068,,
3407,159434,0.05,46,5.66,45.24,3870,0.0001,39608,0.011406965553760529,,
3413,159792,0.05,46,5.55,44.51,3880,0.0001,39697,0.01628938876092434,,
3421,160219,0.05,46,5.41,43.82,3890,0.0001,39804,0.024866212159395218,,
3427,160572,0.05,46,5.31,43.86,3900,0.0001,39892,0.02970338799059391,,
3435,161013,0.05,46,5.23,43.95,3910,0.0001,40003,0.011345837265253067,,
3443,161478,0.05,46,5.23,43.99,3920,0.0001,40119,0.01797482930123806,,
3451,161890,0.05,46,5.12,43.35,3930,0.0001,40222,0.0197087824344635,,
3459,162307,0.05,46,4.99,42.15,3940,0.0001,40326,0.02187783271074295,,
3466,162722,0.05,46,5.05,41.51,3950,0.0001,40430,0.013282415457069874,,
3474,163132,0.05,46,4.88,40.19,3960,0.0001,40532,0.021211666986346245,,
3484,163505,0.05,46,4.99,40.71,3970,0.0001,40626,0.01082085445523262,,
3493,163880,0.05,46,5.08,40.88,3980,0.0001,40719,0.026116812601685524,,
3503,164303,0.05,46,5.14,40.84,3990,0.0001,40825,0.031528498977422714,,
3510,164615,0.05,46,5.19,40.43,4000,0.0001,40903,0.02177664451301098,,
3520,164981,0.05,46,5.15,39.68,4010,0.0001,40995,0.030128397047519684,,
3531,165416,0.05,46,5.13,39.38,4020,0.0001,41103,0.027877895161509514,,
3538,165713,0.05,46,5.0,38.23,4030,0.0001,41178,0.02309292182326317,,
3545,166057,0.05,46,4.84,37.5,4040,0.0001,41264,0.028120027855038643,,
3556,166491,0.05,46,4.9,37.69,4050,0.0001,41372,0.03223232924938202,,
3565,166924,0.05,46,4.96,37.92,4060,0.0001,41480,0.013690102845430374,,
3579,167506,0.05,46,5.16,40.01,4070,0.0001,41626,0.03535129129886627,,
3591,167932,0.05,46,5.19,40.52,4080,0.0001,41732,0.012168682180345058,,
3604,168336,0.05,46,5.16,40.33,4090,0.0001,41833,0.013206635601818562,,
3615,168690,0.05,46,5.15,40.75,4100,0.0001,41922,0.02582939714193344,,
3629,169145,0.05,46,5.25,41.64,4110,0.0001,42036,0.013098128139972687,,
3645,169640,0.05,46,5.3,42.24,4120,0.0001,42159,0.031441740691661835,,
3659,170084,0.05,46,5.42,43.71,4130,0.0001,42270,0.02882589027285576,,
3671,170511,0.05,46,5.56,44.54,4140,0.0001,42377,0.013376673683524132,,
3679,170912,0.05,46,5.41,44.21,4150,0.0001,42477,0.021137524396181107,,
3689,171430,0.05,46,5.5,45.06,4160,0.0001,42607,0.016170984134078026,,
3697,171885,0.05,46,5.47,43.79,4170,0.0001,42721,0.02640608511865139,,
3706,172375,0.05,46,5.5,44.43,4180,0.0001,42843,0.04059227555990219,,
3715,172869,0.05,46,5.61,45.33,4190,0.0001,42967,0.011467783711850643,,
3723,173302,0.05,46,5.79,46.12,4200,0.0001,43075,0.04593021050095558,,
3728,173620,0.05,46,5.54,44.75,4210,0.0001,43154,0.019142108038067818,,
3737,174113,0.05,46,5.59,44.73,4220,0.0001,43278,0.008868755772709846,,
3746,174584,0.05,46,5.58,45.0,4230,0.0001,43395,0.020895028486847878,,
3754,175005,0.05,46,5.52,44.94,4240,0.0001,43501,0.04935687407851219,,
3762,175461,0.05,46,5.59,45.49,4250,0.0001,43615,0.013930709101259708,,
3768,175788,0.05,46,5.37,43.58,4260,0.0001,43696,0.018335610628128052,,
3778,176295,0.05,46,5.38,44.1,4270,0.0001,43823,0.012427439913153648,,
3788,176847,0.05,46,5.4,44.72,4280,0.0001,43961,0.011067922227084637,,
3796,177317,0.05,46,5.32,44.48,4290,0.0001,44079,0.016258420422673225,,
3805,177746,0.05,46,5.23,44.44,4300,0.0001,44186,0.011180528439581394,,
3814,178232,0.05,46,5.58,46.12,4310,0.0001,44307,0.029041612520813942,,
3819,178509,0.05,46,5.34,43.96,4320,0.0001,44377,0.013898302800953388,,
3827,178970,0.05,46,5.35,43.86,4330,0.0001,44492,0.023117801174521446,,
3836,179433,0.05,46,5.37,44.28,4340,0.0001,44608,0.016258396208286285,,
3846,179989,0.05,46,5.42,45.28,4350,0.0001,44747,0.015122667886316776,,
3854,180436,0.05,46,5.52,46.48,4360,0.0001,44858,0.025975054129958153,,
3863,180909,0.05,46,5.48,46.14,4370,0.0001,44977,0.018681015819311142,,
3870,181289,0.05,46,5.31,44.42,4380,0.0001,45072,0.016305962577462196,,
3876,181632,0.05,46,5.14,43.15,4390,0.0001,45157,0.01804700307548046,,
3884,182048,0.05,46,5.04,43.02,4400,0.0001,45261,0.016450781375169754,,
3896,182523,0.05,46,4.89,42.91,4410,0.0001,45380,0.018259860575199127,,
3906,183052,0.05,46,5.09,45.43,4420,0.0001,45512,0.016823025420308113,,
3921,183670,0.05,46,5.2,47.0,4430,0.0001,45667,0.01278361864387989,,
3928,184041,0.05,46,5.15,46.08,4440,0.0001,45760,0.020192714408040047,,
3937,184456,0.05,46,4.99,44.67,4450,0.0001,45863,0.024176234379410744,,
3948,184936,0.05,46,5.05,45.0,4460,0.0001,45983,0.008873557671904564,,
3958,185467,0.05,46,5.1,45.58,4470,0.0001,46116,0.011036528274416924,,
3969,186048,0.05,46,5.39,47.59,4480,0.0001,46261,0.016627009958028793,,
3978,186561,0.05,46,5.61,49.29,4490,0.0001,46390,0.028129657730460167,,
3988,187078,0.05,46,5.98,50.3,4500,0.0001,46519,0.020230403169989586,,
3996,187505,0.05,46,5.99,49.82,4510,0.0001,46626,0.010421864688396454,,
4005,187977,0.05,46,5.94,49.25,4520,0.0001,46744,0.011187467724084854,,
4011,188339,0.05,46,5.84,46.69,4530,0.0001,46834,0.017936641350388527,,
4021,188845,0.05,46,6.0,48.04,4540,0.0001,46961,0.012985363602638245,,
4030,189306,0.05,46,6.02,48.5,4550,0.0001,47076,0.022806448861956596,,
4039,189809,0.05,46,6.08,48.73,4560,0.0001,47202,0.014066549949347973,,
4047,190252,0.05,47,5.87,47.85,4570,0.0001,47312,0.009870528243482113,,
4056,190727,0.05,47,5.62,46.79,4580,0.0001,47431,0.015466426499187946,,
4063,191097,0.05,47,5.55,45.36,4590,0.0001,47524,0.023359231650829315,,
4069,191453,0.05,47,5.21,43.75,4600,0.0001,47613,0.02140698954463005,,
4079,191991,0.05,47,5.2,44.86,4610,0.0001,47747,0.00915068481117487,,
4086,192344,0.05,47,5.08,43.67,4620,0.0001,47835,0.009104871191084385,,
4096,192871,0.05,47,5.16,45.32,4630,0.0001,47967,0.014189235866069794,,
4109,193521,0.05,47,5.26,46.76,4640,0.0001,48130,0.008280845358967781,,
4118,194049,0.05,47,5.43,47.43,4650,0.0001,48262,0.015665899962186813,,
4130,194688,0.05,47,5.53,48.79,4660,0.0001,48421,0.013417252339422703,,
4139,195201,0.05,47,5.78,49.49,4670,0.0001,48550,0.01120002381503582,,
4148,195683,0.05,47,5.94,49.56,4680,0.0001,48670,0.012150181457400322,,
4155,196038,0.05,47,5.91,49.41,4690,0.0001,48759,0.020878247916698456,,
4163,196465,0.05,47,5.98,50.12,4700,0.0001,48866,0.014521300792694092,,
4171,196897,0.05,47,5.97,49.06,4710,0.0001,48974,0.024519890546798706,,
4182,197491,0.05,47,6.21,51.47,4720,0.0001,49122,0.017150074243545532,,
4194,198119,0.05,47,6.29,52.48,4730,0.0001,49279,0.01937616616487503,,
4201,198501,0.05,47,6.02,49.8,4740,0.0001,49375,0.01883728615939617,,
4208,198909,0.05,47,5.86,48.6,4750,0.0001,49477,0.029644660651683807,,
4218,199452,0.05,47,5.73,47.64,4760,0.0001,49612,0.011410994455218315,,
4226,199892,0.05,47,5.6,46.91,4770,0.0001,49722,0.030217640101909637,,
,200000,0.05,,,,,0.0001,49749,0.013511091470718384,47.6,6.2
4237,200391,0.05,47,5.72,47.08,4780,0.0001,49847,0.02005710080265999,,
4246,200822,0.05,47,5.77,47.84,4790,0.0001,49955,0.010090231895446777,,
4254,201311,0.05,47,5.79,48.46,4800,0.0001,50077,0.021555110812187195,,
4264,201827,0.05,47,5.77,49.3,4810,0.0001,50206,0.012250201776623726,,
4273,202291,0.05,47,5.58,48.0,4820,0.0001,50322,0.027204515412449837,,
4281,202752,0.05,47,5.44,46.33,4830,0.0001,50437,0.013188542798161507,,
4289,203201,0.05,47,5.56,47.0,4840,0.0001,50550,0.034201741218566895,,
4298,203709,0.05,47,5.66,48.0,4850,0.0001,50677,0.008878624066710472,,
4305,204092,0.05,47,5.54,46.4,4860,0.0001,50772,0.008629122748970985,,
4314,204557,0.05,47,5.58,46.65,4870,0.0001,50889,0.01644926890730858,,
4324,205082,0.05,47,5.48,46.91,4880,0.0001,51020,0.020964808762073517,,
4331,205487,0.05,47,5.52,46.65,4890,0.0001,51121,0.018288759514689445,,
4342,206049,0.05,47,5.7,47.38,4900,0.0001,51262,0.02534203790128231,,
4352,206594,0.05,47,5.79,47.67,4910,0.0001,51398,0.012596284039318562,,
4359,207014,0.05,47,5.79,47.23,4920,0.0001,51503,0.01771640218794346,,
4369,207509,0.05,47,5.88,47.57,4930,0.0001,51627,0.02062292955815792,,
4374,207828,0.05,47,5.69,46.27,4940,0.0001,51706,0.023419992998242378,,
4383,208282,0.05,47,5.74,45.73,4950,0.0001,51820,0.03329211473464966,,
4391,208704,0.05,47,5.8,46.12,4960,0.0001,51925,0.04729199409484863,,
4401,209217,0.05,47,5.84,46.6,4970,0.0001,52054,0.009986276738345623,,
4410,209710,0.05,47,5.82,46.28,4980,0.0001,52177,0.017859140411019325,,
4417,210126,0.05,47,5.81,46.39,4990,0.0001,52281,0.01931854896247387,,
4426,210605,0.05,47,5.72,45.56,5000,0.0001,52401,0.01122948806732893,,
4438,211254,0.05,47,5.89,46.6,5010,0.0001,52563,0.029779328033328056,,
4447,211750,0.05,47,5.92,47.36,5020,0.0001,52687,0.024791479110717773,,
4455,212200,0.05,47,5.81,46.91,5030,0.0001,52799,0.014304239302873611,,
4464,212670,0.05,47,6.03,48.42,5040,0.0001,52917,0.022738585248589516,,
4473,213172,0.05,47,6.05,48.9,5050,0.0001,53042,0.020124614238739014,,
4483,213687,0.05,47,5.98,49.83,5060,0.0001,53171,0.020912479609251022,,
4489,214017,0.05,47,5.76,48.0,5070,0.0001,53254,0.020471161231398582,,
4497,214423,0.05,47,5.67,47.13,5080,0.0001,53355,0.01987839862704277,,
4506,214958,0.05,47,5.77,48.32,5090,0.0001,53489,0.031411394476890564,,
4516,215506,0.05,47,5.89,49.01,5100,0.0001,53626,0.015982845798134804,,
4523,215862,0.05,47,5.56,46.08,5110,0.0001,53715,0.015366459265351295,,
4532,216343,0.05,47,5.66,45.93,5120,0.0001,53835,0.02230086922645569,,
4539,216698,0.05,47,5.58,44.98,5130,0.0001,53924,0.018410656601190567,,
4548,217199,0.05,47,5.51,45.29,5140,0.0001,54049,0.013237047009170055,,
4559,217787,0.05,47,5.52,46.15,5150,0.0001,54196,0.016757983714342117,,
4566,218181,0.05,47,5.47,44.94,5160,0.0001,54295,0.014411969110369682,,
4577,218764,0.05,47,5.67,47.47,5170,0.0001,54440,0.010616013780236244,,
4585,219208,0.05,47,5.65,47.85,5180,0.0001,54551,0.01816888153553009,,
4594,219683,0.05,47,5.54,47.25,5190,0.0001,54670,0.03083067201077938,,
4602,220150,0.05,47,5.4,46.44,5200,0.0001,54787,0.02224121242761612,,
4608,220484,0.05,47,5.4,46.22,5210,0.0001,54870,0.01135972235351801,,
4618,221012,0.05,47,5.37,46.69,5220,0.0001,55002,0.022634850814938545,,
4626,221461,0.05,47,5.45,47.63,5230,0.0001,55115,0.014738366939127445,,
4633,221815,0.05,47,5.41,46.16,5240,0.0001,55203,0.011096383444964886,,
4641,222262,0.05,47,5.28,44.75,5250,0.0001,55315,0.021994398906826973,,
4647,222595,0.05,47,5.24,44.14,5260,0.0001,55398,0.015049155801534653,,
4655,223002,0.05,47,5.13,42.38,5270,0.0001,55500,0.019938483834266663,,
4664,223501,0.05,47,5.24,42.93,5280,0.0001,55625,0.01564747467637062,,
4671,223886,0.05,47,5.2,42.03,5290,0.0001,55721,0.01971065066754818,,
4680,224397,0.05,47,5.2,42.47,5300,0.0001,55849,0.03870723396539688,,
4688,224756,0.05,47,5.29,42.72,5310,0.0001,55938,0.013588974252343178,,
4698,225314,0.05,47,5.35,43.02,5320,0.0001,56078,0.01902596838772297,,
4709,225939,0.05,47,5.65,44.78,5330,0.0001,56234,0.02058357559144497,,
4716,226289,0.05,47,5.64,44.74,5340,0.0001,56322,0.016017761081457138,,
4724,226772,0.05,47,5.68,45.1,5350,0.0001,56442,0.04045821726322174,,
4734,227267,0.05,48,5.91,46.72,5360,0.0001,56566,0.014892938546836376,,
4742,227708,0.05,48,6.02,47.06,5370,0.0001,56676,0.0268077552318573,,
4751,228222,0.05,48,5.97,47.21,5380,0.0001,56805,0.0369960218667984,,
4759,228679,0.05,48,6.08,47.93,5390,0.0001,56919,0.009945710189640522,,
4768,229163,0.05,48,6.14,47.66,5400,0.0001,57040,0.023291129618883133,,
4777,229657,0.05,48,6.17,49.01,5410,0.0001,57164,0.022514771670103073,,
4789,230314,0.05,48,6.16,50.0,5420,0.0001,57328,0.01238942239433527,,
4799,230828,0.05,48,6.04,48.89,5430,0.0001,57456,0.01848786324262619,,
4807,231316,0.05,48,6.23,50.27,5440,0.0001,57578,0.019922008737921715,,
4818,231876,0.05,48,6.27,51.04,5450,0.0001,57718,0.023589907214045525,,
4828,232416,0.05,48,6.34,51.49,5460,0.0001,57853,0.03328174725174904,,
4837,232830,0.05,48,6.17,51.22,5470,0.0001,57957,0.015316305682063103,,
4845,233172,0.05,48,6.08,49.5,5480,0.0001,58042,0.010818157345056534,,
4856,233741,0.05,48,6.18,50.62,5490,0.0001,58185,0.01799684390425682,,
4865,234263,0.05,48,6.12,51.0,5500,0.0001,58315,0.01867782697081566,,
4875,234787,0.05,48,6.2,51.3,5510,0.0001,58446,0.01589309610426426,,
4882,235152,0.05,48,5.92,48.38,5520,0.0001,58537,0.02290286123752594,,
4888,235498,0.05,48,5.62,46.7,5530,0.0001,58624,0.020060013979673386,,
4897,235924,0.05,48,5.43,46.08,5540,0.0001,58730,0.019340017810463905,,
4904,236329,0.05,48,5.29,44.53,5550,0.0001,58832,0.019177362322807312,,
4913,236764,0.05,48,5.16,43.48,5560,0.0001,58940,0.019763844087719917,,
4922,237261,0.05,48,5.32,44.31,5570,0.0001,59065,0.016775500029325485,,
4930,237678,0.05,48,5.42,45.06,5580,0.0001,59169,0.03446057438850403,,
4941,238248,0.05,48,5.42,45.07,5590,0.0001,59311,0.02298344299197197,,
4951,238808,0.05,48,5.46,45.45,5600,0.0001,59451,0.013302205130457878,,
4959,239228,0.05,48,5.34,44.41,5610,0.0001,59556,0.02710069715976715,,
4969,239755,0.05,48,5.6,46.03,5620,0.0001,59688,0.032412152737379074,,
4979,240280,0.05,48,5.89,47.82,5630,0.0001,59819,0.012346041388809681,,
4988,240733,0.05,48,6.02,48.09,5640,0.0001,59933,0.019075704738497734,,
4998,241262,0.05,48,6.23,49.33,5650,0.0001,60065,0.01246641669422388,,
5004,241584,0.05,48,6.12,48.2,5660,0.0001,60145,0.029576553031802177,,
5014,242115,0.05,48,6.21,48.54,5670,0.0001,60278,0.020719066262245178,,
5025,242666,0.05,48,6.3,49.88,5680,0.0001,60416,0.009396746754646301,,
5034,243143,0.05,48,6.09,48.95,5690,0.0001,60535,0.015030231326818466,,
5043,243665,0.05,48,6.13,48.57,5700,0.0001,60666,0.020657982677221298,,
5051,244061,0.05,48,6.01,48.33,5710,0.0001,60765,0.019618887454271317,,
5059,244498,0.05,48,5.93,47.43,5720,0.0001,60874,0.018206873908638954,,
5067,244917,0.05,48,5.79,46.37,5730,0.0001,60979,0.0056557441130280495,,
5076,245394,0.05,48,5.68,46.61,5740,0.0001,61098,0.009535711258649826,,
5086,245933,0.05,48,5.57,46.71,5750,0.0001,61233,0.0529097244143486,,
5096,246472,0.05,48,5.84,48.88,5760,0.0001,61367,0.013258221559226513,,
5105,246945,0.05,48,5.64,48.3,5770,0.0001,61486,0.017991766333580017,,
5114,247424,0.05,48,5.63,47.58,5780,0.0001,61605,0.018799463286995888,,
5122,247810,0.05,48,5.54,46.67,5790,0.0001,61702,0.014112710021436214,,
5132,248370,0.05,48,5.65,47.05,5800,0.0001,61842,0.022649280726909637,,
5144,248957,0.05,48,5.84,48.96,5810,0.0001,61989,0.012768522836267948,,
5152,249375,0.05,48,5.75,48.77,5820,0.0001,62093,0.010653272271156311,,
5160,249822,0.05,48,5.73,49.05,5830,0.0001,62205,0.006403020117431879,,
,250000,0.05,,,,,0.0001,62249,0.020038308575749397,36.6,4.8
5169,250261,0.05,48,5.8,48.67,5840,0.0001,62315,0.02497471496462822,,
5180,250840,0.05,48,5.93,49.07,5850,0.0001,62459,0.010985010303556919,,
5190,251401,0.05,48,5.83,49.29,5860,0.0001,62600,0.01871301792562008,,
5199,251867,0.05,48,5.87,49.22,5870,0.0001,62716,0.01459546945989132,,
5208,252341,0.05,48,5.86,49.17,5880,0.0001,62835,0.024594973772764206,,
5219,252924,0.05,48,6.1,51.14,5890,0.0001,62980,0.020746784284710884,,
5227,253350,0.05,48,5.78,49.8,5900,0.0001,63087,0.01804424449801445,,
5235,253757,0.05,48,5.68,48.0,5910,0.0001,63189,0.01758982613682747,,
5244,254276,0.05,48,5.88,49.01,5920,0.0001,63318,0.012240477837622166,,
5255,254834,0.05,48,5.97,50.12,5930,0.0001,63458,0.01566939614713192,,
5263,255277,0.05,48,5.98,50.16,5940,0.0001,63569,0.0208144411444664,,
5270,255669,0.05,48,5.79,48.29,5950,0.0001,63667,0.014713949523866177,,
5279,256125,0.05,48,5.72,47.24,5960,0.0001,63781,0.016080230474472046,,
5288,256584,0.05,48,5.75,47.17,5970,0.0001,63895,0.022057287395000458,,
5296,257014,0.05,48,5.62,46.73,5980,0.0001,64003,0.018127255141735077,,
5306,257537,0.05,48,5.56,46.13,5990,0.0001,64134,0.02055012434720993,,
5315,258008,0.05,48,5.66,46.58,6000,0.0001,64251,0.01347274612635374,,
5322,258395,0.05,48,5.64,46.38,6010,0.0001,64348,0.013726890087127686,,
5328,258736,0.05,48,5.4,44.6,6020,0.0001,64433,0.01591649278998375,,
5333,258999,0.05,48,5.08,41.65,6030,0.0001,64499,0.018597664311528206,,
5342,259466,0.05,48,5.13,41.89,6040,0.0001,64616,0.012210273183882236,,
5353,260062,0.05,48,5.35,43.93,6050,0.0001,64765,0.01537045557051897,,
5362,260525,0.05,48,5.31,44.0,6060,0.0001,64881,0.01709984801709652,,
5372,261083,0.05,48,5.39,44.99,6070,0.0001,65020,0.016680072993040085,,
5382,261607,0.05,48,5.55,45.93,6080,0.0001,65151,0.030973635613918304,,
5392,262161,0.05,48,5.51,46.24,6090,0.0001,65290,0.023539161309599876,,
5399,262556,0.05,48,5.42,45.48,6100,0.0001,65388,0.016295943409204483,,
5411,263172,0.05,48,5.7,47.77,6110,0.0001,65542,0.00874246098101139,,
5423,263810,0.05,48,5.96,50.74,6120,0.0001,65702,0.021529968827962875,,
5433,264346,0.05,48,6.33,53.47,6130,0.0001,65836,0.009287485852837563,,
5443,264870,0.05,48,6.3,54.04,6140,0.0001,65967,0.01816527359187603,,
5452,265383,0.05,48,6.13,53.21,6150,0.0001,66095,0.0099747059866786,,
5464,266049,0.05,48,6.27,55.24,6160,0.0001,66262,0.021388355642557144,,
5474,266585,0.05,48,6.24,55.02,6170,0.0001,66396,0.033220622688531876,,
5481,266972,0.05,48,6.07,53.65,6180,0.0001,66492,0.02377028949558735,,
5492,267533,0.05,48,6.08,53.72,6190,0.0001,66633,0.013248040340840816,,
5502,268073,0.05,48,6.24,55.17,6200,0.0001,66768,0.016476154327392578,,
5511,268561,0.05,48,5.92,53.89,6210,0.0001,66890,0.010368268005549908,,
5518,268913,0.05,48,5.68,51.03,6220,0.0001,66978,0.012916269712150097,,
5526,269363,0.05,48,5.52,50.17,6230,0.0001,67090,0.021067960187792778,,
5536,269886,0.05,48,5.58,50.16,6240,0.0001,67221,0.02343241684138775,,
5544,270350,0.05,48,5.56,49.67,6250,0.0001,67337,0.021074576303362846,,
5552,270769,0.05,48,5.44,47.2,6260,0.0001,67442,0.017392473295331,,
5560,271218,0.05,48,5.3,46.33,6270,0.0001,67554,0.017920875921845436,,
5570,271695,0.05,48,5.34,47.23,6280,0.0001,67673,0.010409047827124596,,
5579,272216,0.05,48,5.44,46.83,6290,0.0001,67803,0.007682469207793474,,
5586,272575,0.05,48,5.22,45.02,6300,0.0001,67893,0.007484184578061104,,
5594,273012,0.05,48,5.36,44.51,6310,0.0001,68002,0.017484990879893303,,
5603,273479,0.05,48,5.46,45.66,6320,0.0001,68119,0.013985673896968365,,
5612,273959,0.05,48,5.56,45.96,6330,0.0001,68239,0.017701879143714905,,
5621,274449,0.05,48,5.58,45.63,6340,0.0001,68362,0.01297550555318594,,
5630,274902,0.05,48,5.62,45.52,6350,0.0001,68475,0.015702050179243088,,
5638,275380,0.05,48,5.71,46.11,6360,0.0001,68594,0.011327710933983326,,
5648,275924,0.05,48,5.96,47.06,6370,0.0001,68730,0.013275021687150002,,
5655,276283,0.05,48,5.86,45.88,6380,0.0001,68820,0.014307135716080666,,
5665,276809,0.05,48,5.79,45.93,6390,0.0001,68952,0.020933669060468674,,
5673,277261,0.05,48,5.94,46.86,6400,0.0001,69065,0.02838904783129692,,
5683,277767,0.05,48,6.02,47.55,6410,0.0001,69191,0.012718886137008667,,
5693,278348,0.05,48,6.18,48.69,6420,0.0001,69336,0.014055732637643814,,
5702,278787,0.05,48,6.09,48.28,6430,0.0001,69446,0.008170311339199543,,
5711,279299,0.05,48,6.01,48.5,6440,0.0001,69574,0.014130217023193836,,
5720,279788,0.05,48,5.99,48.86,6450,0.0001,69696,0.013587928377091885,,
5731,280328,0.05,48,6.15,49.48,6460,0.0001,69831,0.019025536254048347,,
5739,280799,0.05,48,6.04,48.75,6470,0.0001,69949,0.025814563035964966,,
5749,281337,0.05,48,6.33,50.54,6480,0.0001,70084,0.00955493375658989,,
5759,281848,0.05,48,6.45,50.39,6490,0.0001,70211,0.011440534144639969,,
5766,282221,0.05,48,6.35,49.6,6500,0.0001,70305,0.011654446832835674,,
5774,282645,0.05,48,6.24,48.78,6510,0.0001,70411,0.013563163578510284,,
5785,283240,0.05,48,6.26,48.92,6520,0.0001,70559,0.009324469603598118,,
5793,283633,0.05,48,6.25,48.46,6530,0.0001,70658,0.007700948044657707,,
5803,284188,0.05,48,6.4,48.89,6540,0.0001,70796,0.016497105360031128,,
5811,284598,0.05,48,6.18,48.1,6550,0.0001,70899,0.018946148455142975,,
5821,285146,0.05,48,6.1,48.18,6560,0.0001,71036,0.012335225008428097,,
5832,285657,0.05,48,6.11,48.58,6570,0.0001,71164,0.0070197307504713535,,
5843,286247,0.05,48,6.09,49.1,6580,0.0001,71311,0.01980358175933361,,
5853,286807,0.05,48,6.1,49.59,6590,0.0001,71451,0.015538446605205536,,
5859,287113,0.05,49,5.97,48.92,6600,0.0001,71528,0.011900676414370537,,
5870,287676,0.05,49,6.15,50.31,6610,0.0001,71668,0.008060622029006481,,
5876,288009,0.05,49,5.83,47.69,6620,0.0001,71752,0.009453151375055313,,
5884,288453,0.05,49,5.89,48.2,6630,0.0001,71863,0.012307224795222282,,
5891,288823,0.05,49,5.61,46.35,6640,0.0001,71955,0.018366316333413124,,
5899,289246,0.05,49,5.86,46.48,6650,0.0001,72061,0.013270537368953228,,
5909,289770,0.05,49,5.83,46.24,6660,0.0001,72192,0.013894693925976753,,
5919,290331,0.05,49,5.93,46.74,6670,0.0001,72332,0.0138785932213068,,
5928,290801,0.05,49,5.8,45.54,6680,0.0001,72450,0.006418808363378048,,
5936,291213,0.05,49,5.63,44.06,6690,0.0001,72553,0.023863065987825394,,
5945,291730,0.05,49,5.95,46.17,6700,0.0001,72682,0.011848041787743568,,
5955,292266,0.05,49,5.84,45.9,6710,0.0001,72816,0.017588546499609947,,
5965,292816,0.05,49,6.19,48.07,6720,0.0001,72953,0.023602303117513657,,
5975,293335,0.05,49,6.36,48.82,6730,0.0001,73083,0.014863568358123302,,
5980,293593,0.05,49,6.22,47.7,6740,0.0001,73148,0.018120579421520233,,
5987,294002,0.05,49,6.19,47.56,6750,0.0001,73250,0.010393346659839153,,
5995,294447,0.05,49,6.13,46.77,6760,0.0001,73361,0.024383913725614548,,
6004,294900,0.05,49,5.94,45.69,6770,0.0001,73474,0.012954642064869404,,
6014,295447,0.05,49,6.13,46.46,6780,0.0001,73611,0.010557958856225014,,
6020,295783,0.05,49,6.03,45.7,6790,0.0001,73695,0.02236579731106758,,
6029,296263,0.05,49,5.92,45.33,6800,0.0001,73815,0.013457925990223885,,
6036,296627,0.05,49,5.78,43.61,6810,0.0001,73906,0.007634663954377174,,
6045,297126,0.05,49,5.54,43.1,6820,0.0001,74031,0.02682119607925415,,
6055,297638,0.05,49,5.38,43.03,6830,0.0001,74159,0.009763458743691444,,
6063,298106,0.05,49,5.71,45.13,6840,0.0001,74276,0.01576213538646698,,
6071,298546,0.05,49,5.59,45.44,6850,0.0001,74386,0.03451535850763321,,
6081,299076,0.05,49,5.65,46.29,6860,0.0001,74518,0.00997654814273119,,
6090,299556,0.05,49,5.74,46.56,6870,0.0001,74638,0.02839132584631443,,
,300000,0.05,,,,,0.0001,74749,0.013666688464581966,71.2,10.2
6103,300147,0.05,49,5.63,47.0,6880,0.0001,74786,0.01618991419672966,,
6114,300717,0.05,49,5.86,49.34,6890,0.0001,74929,0.0198951568454504,,
6119,301019,0.05,49,5.67,47.56,6900,0.0001,75004,0.0193466916680336,,
6128,301506,0.05,49,5.83,48.79,6910,0.0001,75126,0.011923165060579777,,
6138,302039,0.05,49,5.96,49.13,6920,0.0001,75259,0.015981458127498627,,
6148,302608,0.05,49,6.09,49.7,6930,0.0001,75401,0.0071599408984184265,,
6158,303128,0.05,49,6.09,50.22,6940,0.0001,75531,0.02748364582657814,,
6165,303484,0.05,49,6.07,49.38,6950,0.0001,75620,0.009093617089092731,,
6174,303952,0.05,49,6.05,48.76,6960,0.0001,75737,0.01075035147368908,,
6183,304458,0.05,49,6.01,49.02,6970,0.0001,75864,0.014931215904653072,,
6192,304969,0.05,49,5.96,48.22,6980,0.0001,75992,0.015632465481758118,,
6203,305543,0.05,49,5.98,48.26,6990,0.0001,76135,0.015321193262934685,,
6211,305991,0.05,49,6.18,49.72,7000,0.0001,76247,0.011462495662271976,,
6221,306521,0.05,49,6.13,50.15,7010,0.0001,76380,0.013920983299612999,,
6229,306955,0.05,49,5.99,49.16,7020,0.0001,76488,0.012990094721317291,,
6239,307528,0.05,49,5.89,49.2,7030,0.0001,76631,0.006134272553026676,,
6247,307933,0.05,49,5.8,48.05,7040,0.0001,76733,0.012157218530774117,,
6255,308373,0.05,49,5.89,48.89,7050,0.0001,76843,0.017163576558232307,,
6265,308946,0.05,49,6.02,49.94,7060,0.0001,76986,0.012095494195818901,,
6274,309431,0.05,49,6.04,49.73,7070,0.0001,77107,0.020361188799142838,,
6282,309892,0.05,49,5.98,49.23,7080,0.0001,77222,0.01586451567709446,,
6291,310334,0.05,49,5.81,47.91,7090,0.0001,77333,0.02561725303530693,,
