time/total_timesteps,rollout/exploration_rate,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
410368,0.05,10597,4400,12.3,38,109.87,102341,0.04216977581381798,0.0001,,
412355,0.05,10648,4410,13.32,38,121.6,102838,0.0691460445523262,0.0001,,
413633,0.05,10680,4420,12.86,38,116.95,103158,0.03039868362247944,0.0001,,
414546,0.05,10704,4430,12.3,38,110.91,103386,0.11234493553638458,0.0001,,
415299,0.05,10723,4440,11.92,38,109.24,103574,0.058026984333992004,0.0001,,
416409,0.05,10752,4450,12.15,38,112.33,103852,0.08817515522241592,0.0001,,
417324,0.05,10776,4460,11.69,38,109.01,104080,0.2821187674999237,0.0001,,
418720,0.05,10812,4470,12.41,38,114.93,104429,0.24850405752658844,0.0001,,
419864,0.05,10842,4480,12.64,38,115.62,104715,0.03751058876514435,0.0001,,
421434,0.05,10882,4490,13.21,38,122.95,105108,0.06652229279279709,0.0001,,
422879,0.05,10919,4500,13.33,38,125.11,105469,0.23681089282035828,0.0001,,
423693,0.05,10940,4510,12.35,38,113.38,105673,0.2911316752433777,0.0001,,
424476,0.05,10961,4520,11.89,38,108.43,105868,0.08339063078165054,0.0001,,
425243,0.05,10980,4530,11.62,38,106.97,106060,0.08439121395349503,0.0001,,
426483,0.05,11012,4540,12.3,38,111.84,106370,0.1703503578901291,0.0001,,
427362,0.05,11035,4550,12.04,38,109.53,106590,0.11396291106939316,0.0001,,
428885,0.05,11075,4560,12.69,38,115.61,106971,0.24065154790878296,0.0001,,
430288,0.05,11111,4570,12.84,38,115.68,107321,0.05612100660800934,0.0001,,
431228,0.05,11135,4580,12.65,38,113.64,107556,0.03658049553632736,0.0001,,
432211,0.05,11160,4590,12.04,38,107.77,107802,0.03510225936770439,0.0001,,
433326,0.05,11189,4600,11.63,38,104.47,108081,0.043762870132923126,0.0001,,
434518,0.05,11220,4610,11.82,38,108.25,108379,0.13498416543006897,0.0001,,
435795,0.05,11253,4620,12.5,38,113.19,108698,0.04405095800757408,0.0001,,
436944,0.05,11283,4630,12.85,38,117.01,108985,0.2749054431915283,0.0001,,
438181,0.05,11315,4640,12.74,38,116.98,109295,0.4758489727973938,0.0001,,
438960,0.05,11335,4650,12.69,38,115.98,109489,0.04873937368392944,0.0001,,
440257,0.05,11369,4660,12.3,38,113.72,109814,0.07830353081226349,0.0001,,
441099,0.05,11390,4670,11.54,38,108.11,110024,0.055858153849840164,0.0001,,
442894,0.05,11437,4680,12.41,38,116.66,110473,0.16755536198616028,0.0001,,
444438,0.05,11477,4690,13.0,38,122.27,110859,0.07948438078165054,0.0001,,
445794,0.05,11514,4700,13.4,38,124.68,111198,0.25005853176116943,0.0001,,
446635,0.05,11536,4710,13.18,38,121.17,111408,0.034823860973119736,0.0001,,
448124,0.05,11574,4720,13.02,38,123.29,111780,0.32257676124572754,0.0001,,
449488,0.05,11609,4730,13.44,38,125.44,112121,0.32733410596847534,0.0001,,
450000,0.05,,,,,,112249,0.0513887032866478,0.0001,26.2,227.2
450608,0.05,11644,4740,13.39,38,124.27,112401,0.039090633392333984,0.0001,,
452140,0.05,11685,4750,14.02,38,131.8,112784,0.039583317935466766,0.0001,,
453061,0.05,11709,4760,13.69,38,128.04,113015,0.12157729268074036,0.0001,,
453902,0.05,11731,4770,13.58,38,128.03,113225,0.0739993080496788,0.0001,,
454655,0.05,11751,4780,12.47,38,117.61,113413,0.3311455547809601,0.0001,,
456032,0.05,11787,4790,12.36,38,115.94,113757,0.6109790205955505,0.0001,,
457794,0.05,11833,4800,12.8,38,120.0,114198,0.07681059837341309,0.0001,,
458467,0.05,11851,4810,12.57,38,118.32,114366,0.03756341338157654,0.0001,,
459895,0.05,11888,4820,12.53,38,117.71,114723,0.037849120795726776,0.0001,,
460926,0.05,11915,4830,12.05,38,114.38,114981,0.06697285920381546,0.0001,,
461727,0.05,11936,4840,11.59,38,111.19,115181,0.27921536564826965,0.0001,,
462707,0.05,11961,4850,11.22,38,105.67,115426,0.043349992483854294,0.0001,,
463797,0.05,11990,4860,11.61,38,107.36,115699,0.24721616506576538,0.0001,,
464459,0.05,12007,4870,11.44,38,105.57,115864,0.29896309971809387,0.0001,,
465605,0.05,12047,4880,11.9,38,109.5,116151,0.43767935037612915,0.0001,,
466469,0.05,12091,4890,11.26,38,104.37,116367,0.03752022981643677,0.0001,,
467729,0.05,12132,4900,10.72,38,99.35,116682,0.03088167868554592,0.0001,,
468549,0.05,12164,4910,11.09,38,100.82,116887,0.2533496022224426,0.0001,,
469785,0.05,12205,4920,11.16,38,98.9,117196,0.27446746826171875,0.0001,,
471073,0.05,12247,4930,11.36,38,101.47,117518,0.2201235145330429,0.0001,,
472192,0.05,12295,4940,11.97,38,104.65,117797,0.04454433172941208,0.0001,,
473275,0.05,12337,4950,12.09,38,105.68,118068,0.11663710325956345,0.0001,,
475677,0.05,12447,4960,13.32,38,118.8,118669,0.2678314447402954,0.0001,,
476563,0.05,12480,4970,13.62,38,121.04,118890,0.11559554189443588,0.0001,,
477640,0.05,12523,4980,13.38,38,120.35,119159,0.09394405037164688,0.0001,,
479989,0.05,12622,4990,14.8,38,135.2,119747,0.19852103292942047,0.0001,,
481007,0.05,12677,5000,14.58,37,132.78,120001,0.05687557905912399,0.0001,,
482526,0.05,12747,5010,15.32,37,139.77,120381,0.2360287606716156,0.0001,,
483823,0.05,12808,5020,15.34,37,140.38,120705,0.09125911444425583,0.0001,,
484685,0.05,12853,5030,15.0,37,136.12,120921,0.2771415412425995,0.0001,,
486046,0.05,12923,5040,14.94,37,138.54,121261,0.038813408464193344,0.0001,,
487154,0.05,12972,5050,14.81,37,138.79,121538,0.03595409542322159,0.0001,,
488436,0.05,13029,5060,13.65,37,127.59,121858,0.3164924085140228,0.0001,,
489761,0.05,13088,5070,14.12,37,131.98,122190,0.05313648283481598,0.0001,,
491730,0.05,13165,5080,14.9,37,140.9,122682,0.0367288663983345,0.0001,,
493556,0.05,13236,5090,14.6,37,135.67,123138,0.07844208925962448,0.0001,,
494468,0.05,13270,5100,14.47,37,134.61,123366,0.0504348948597908,0.0001,,
495621,0.05,13317,5110,13.87,37,130.95,123655,0.05183367431163788,0.0001,,
497454,0.05,13385,5120,14.39,37,136.31,124113,0.03297934681177139,0.0001,,
498288,0.05,13412,5130,14.16,37,136.03,124321,0.09048328548669815,0.0001,,
499106,0.05,13437,5140,13.57,37,130.6,124526,0.03455295413732529,0.0001,,
500000,0.05,,,,,,124749,0.23529936373233795,0.0001,9.2,86.6
