rollout/ep_len_mean,rollout/exploration_rate,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
77.87,0.09972568000000004,6.44,4144,54,2860,227342,0.0001,0.0173411276191473,56585,,
76.38,0.09614979999999984,6.22,4162,54,2870,228245,0.0001,0.04690990969538689,56811,,
79.85,0.09183339999999995,6.39,4184,54,2880,229335,0.0001,0.43399298191070557,57083,,
85.33,0.08733088,6.91,4207,54,2890,230472,0.0001,0.38075020909309387,57367,,
85.04,0.08391735999999983,6.85,4226,54,2900,231334,0.0001,0.02054363675415516,57583,,
85.9,0.08039296000000007,6.87,4245,54,2910,232224,0.0001,0.044371746480464935,57805,,
88.18,0.07642108000000014,6.95,4266,54,2920,233227,0.0001,0.025419047102332115,58056,,
90.16,0.07265512000000007,7.12,4286,54,2930,234178,0.0001,0.05959811806678772,58294,,
93.84,0.06898023999999991,7.49,4305,54,2940,235106,0.0001,0.04921050742268562,58526,,
95.95,0.06555879999999992,7.67,4323,54,2950,235970,0.0001,0.04429119825363159,58742,,
93.72,0.06261256000000004,7.62,4338,54,2960,236714,0.0001,0.9774392247200012,58928,,
95.66,0.05826843999999998,7.84,4361,54,2970,237811,0.0001,0.1920403391122818,59202,,
92.65,0.05514399999999986,7.81,4378,54,2980,238600,0.0001,0.41329601407051086,59399,,
93.29,0.05038804000000008,7.74,4404,54,2990,239801,0.0001,0.052272312343120575,59700,,
91.61,0.0476397999999999,7.7,4418,54,3000,240495,0.0001,0.3819587826728821,59873,,
90.76,0.04445200000000016,7.86,4435,54,3010,241300,0.0001,0.06797327846288681,60074,,
86.53,0.04215520000000006,7.64,4447,54,3020,241880,0.0001,0.036586944013834,60219,,
82.41,0.04002075999999999,7.38,4458,54,3030,242419,0.0001,0.7285025119781494,60354,,
81.38,0.03675375999999997,7.24,4476,54,3040,243244,0.0001,0.46246832609176636,60560,,
80.63,0.03362931999999996,7.1,4493,54,3050,244033,0.0001,0.4489303231239319,60758,,
82.65,0.02988316000000002,7.25,4512,54,3060,244979,0.0001,0.40393736958503723,60994,,
82.67,0.025531119999999907,7.14,4535,54,3070,246078,0.0001,0.4571394622325897,61269,,
80.17,0.02339668000000006,6.89,4547,54,3080,246617,0.0001,0.36360830068588257,61404,,
78.01,0.019496080000000027,6.87,4567,54,3090,247602,0.0001,0.13722707331180573,61650,,
78.62,0.016506279999999984,7.02,4583,54,3100,248357,0.0001,0.029159627854824066,61839,,
80.67,0.012506679999999992,7.1,4604,54,3110,249367,0.0001,0.04043096303939819,62091,,
79.37,0.010724679999999931,7.03,4614,54,3120,249817,0.0001,0.03806561604142189,62204,,
,0.010003960000000145,,,,,250000,0.0001,0.11864182353019714,62249,8.2,159.4
83.52,0.01,7.29,4638,54,3130,250771,0.0001,0.10652215033769608,62442,,
82.38,0.01,7.12,4654,54,3140,251482,0.0001,0.43245700001716614,62620,,
81.42,0.01,7.22,4669,54,3150,252175,0.0001,0.36762911081314087,62793,,
79.78,0.01,7.02,4685,53,3160,252957,0.0001,0.09343916177749634,62989,,
76.23,0.01,6.75,4701,53,3170,253701,0.0001,0.2837616205215454,63175,,
79.95,0.01,7.12,4720,53,3180,254612,0.0001,0.12663812935352325,63402,,
77.21,0.01,6.97,4735,53,3190,255323,0.0001,0.03388674184679985,63580,,
77.18,0.01,6.92,4751,53,3200,256075,0.0001,0.10549041628837585,63768,,
76.72,0.01,6.86,4772,53,3210,257039,0.0001,0.03743588551878929,64009,,
79.39,0.01,7.07,4787,53,3220,257756,0.0001,0.044345319271087646,64188,,
79.95,0.01,7.15,4809,53,3230,258766,0.0001,0.021806495264172554,64441,,
81.69,0.01,7.3,4828,53,3240,259651,0.0001,0.04746691510081291,64662,,
81.43,0.01,7.28,4842,53,3250,260318,0.0001,0.04181221127510071,64829,,
80.77,0.01,7.22,4857,53,3260,261034,0.0001,0.030546605587005615,65008,,
79.9,0.01,7.35,4871,53,3270,261691,0.0001,0.047598034143447876,65172,,
79.73,0.01,7.21,4889,53,3280,262585,0.0001,0.3689533472061157,65396,,
81.44,0.01,7.15,4908,53,3290,263467,0.0001,0.06891779601573944,65616,,
83.12,0.01,7.12,4927,53,3300,264387,0.0001,0.34846147894859314,65846,,
82.7,0.01,7.08,4946,53,3310,265309,0.0001,0.2922639846801758,66077,,
82.0,0.01,6.94,4961,53,3320,265956,0.0001,0.05009933561086655,66238,,
80.52,0.01,6.74,4979,53,3330,266818,0.0001,0.2634304463863373,66454,,
80.31,0.01,6.73,4998,53,3340,267682,0.0001,0.02361558936536312,66670,,
85.29,0.01,6.84,5023,53,3350,268847,0.0001,0.06628189235925674,66961,,
88.35,0.01,6.98,5045,53,3360,269869,0.0001,0.2912766635417938,67217,,
93.17,0.01,7.14,5068,53,3370,271008,0.0001,0.6656630635261536,67501,,
90.25,0.01,6.89,5080,53,3380,271610,0.0001,0.03954724967479706,67652,,
89.99,0.01,7.09,5098,53,3390,272466,0.0001,0.41672202944755554,67866,,
87.74,0.01,7.02,5113,53,3400,273161,0.0001,0.05636674538254738,68040,,
86.86,0.01,6.86,5130,53,3410,273995,0.0001,0.0297174584120512,68248,,
88.96,0.01,7.05,5147,53,3420,274852,0.0001,0.04101060330867767,68462,,
85.88,0.01,6.76,5159,53,3430,275406,0.0001,0.025357667356729507,68601,,
84.41,0.01,6.75,5173,53,3440,276123,0.0001,0.025571616366505623,68780,,
81.88,0.01,6.83,5192,53,3450,277035,0.0001,0.6223671436309814,69008,,
77.92,0.01,6.51,5205,53,3460,277661,0.0001,0.34342867136001587,69165,,
76.39,0.01,6.5,5225,53,3470,278647,0.0001,0.025205235928297043,69411,,
78.0,0.01,6.74,5241,53,3480,279410,0.0001,0.019427185878157616,69602,,
77.64,0.01,6.64,5259,53,3490,280230,0.0001,0.293770968914032,69807,,
77.37,0.01,6.68,5273,53,3500,280898,0.0001,0.04454817622900009,69974,,
78.68,0.01,6.9,5293,53,3510,281863,0.0001,0.0272492915391922,70215,,
79.96,0.01,7.12,5314,53,3520,282848,0.0001,0.05649113282561302,70461,,
82.66,0.01,7.41,5331,53,3530,283672,0.0001,0.4104013741016388,70667,,
84.64,0.01,7.45,5350,53,3540,284587,0.0001,0.055670060217380524,70896,,
85.93,0.01,7.49,5372,53,3550,285628,0.0001,0.5841706991195679,71156,,
86.04,0.01,7.62,5385,53,3560,286265,0.0001,0.38654518127441406,71316,,
86.6,0.01,7.77,5407,53,3570,287307,0.0001,0.03511656075716019,71576,,
86.43,0.01,7.71,5423,53,3580,288053,0.0001,0.02849670872092247,71763,,
87.73,0.01,7.85,5442,53,3590,289003,0.0001,0.7108839750289917,72000,,
87.84,0.01,7.84,5456,53,3600,289682,0.0001,0.07158895581960678,72170,,
85.6,0.01,7.7,5472,53,3610,290423,0.0001,0.33190587162971497,72355,,
80.39,0.01,7.18,5481,53,3620,290887,0.0001,0.05164080113172531,72471,,
82.18,0.01,7.4,5502,53,3630,291890,0.0001,0.30227649211883545,72722,,
79.75,0.01,7.28,5516,53,3640,292562,0.0001,0.5348935127258301,72890,,
79.48,0.01,7.51,5536,53,3650,293576,0.0001,0.04455253854393959,73143,,
80.37,0.01,7.58,5552,53,3660,294302,0.0001,0.07086256891489029,73325,,
77.59,0.01,7.34,5568,52,3670,295066,0.0001,0.0258735790848732,73516,,
77.9,0.01,7.58,5584,52,3680,295843,0.0001,0.017367606982588768,73710,,
76.2,0.01,7.43,5603,52,3690,296623,0.0001,0.33495041728019714,73905,,
77.04,0.01,7.67,5618,52,3700,297386,0.0001,0.16398215293884277,74096,,
75.94,0.01,7.48,5632,52,3710,298017,0.0001,0.4694730341434479,74254,,
78.48,0.01,7.78,5647,52,3720,298735,0.0001,0.03246435895562172,74433,,
76.2,0.01,7.56,5663,52,3730,299510,0.0001,0.6961797475814819,74627,,
,0.01,,,,,300000,0.0001,0.22119326889514923,74749,9.6,105.8
77.68,0.01,7.72,5685,52,3740,300330,0.0001,0.042087066918611526,74832,,
78.71,0.01,7.78,5708,52,3750,301447,0.0001,0.37273073196411133,75111,,
78.61,0.01,7.81,5723,52,3760,302163,0.0001,0.019908567890524864,75290,,
83.18,0.01,8.11,5754,52,3770,303384,0.0001,0.35763272643089294,75595,,
82.8,0.01,8.07,5771,52,3780,304123,0.0001,0.3781106472015381,75780,,
84.76,0.01,8.26,5792,52,3790,305099,0.0001,0.03601768612861633,76024,,
85.07,0.01,8.18,5808,52,3800,305893,0.0001,0.32359203696250916,76223,,
88.67,0.01,8.49,5828,52,3810,306884,0.0001,0.03019091859459877,76470,,
90.01,0.01,8.49,5846,52,3820,307736,0.0001,0.0477168895304203,76683,,
90.62,0.01,8.66,5864,52,3830,308572,0.0001,0.025903621688485146,76892,,
91.71,0.01,8.77,5883,52,3840,309501,0.0001,0.694473922252655,77125,,
92.9,0.01,8.68,5920,52,3850,310737,0.0001,0.04954509064555168,77434,,
93.65,0.01,8.8,5952,52,3860,311528,0.0001,0.42784583568573,77631,,
90.67,0.01,8.52,5991,52,3870,312451,0.0001,0.19200997054576874,77862,,
92.54,0.01,8.54,6052,51,3880,313377,0.0001,0.40132322907447815,78094,,
95.22,0.01,8.74,6087,51,3890,314621,0.0001,0.26906099915504456,78405,,
95.41,0.01,8.62,6109,51,3900,315434,0.0001,0.3504678010940552,78608,,
94.81,0.01,8.65,6135,51,3910,316365,0.0001,0.047126419842243195,78841,,
94.74,0.01,8.86,6174,51,3920,317210,0.0001,0.07184525579214096,79052,,
97.01,0.01,8.91,6208,51,3930,318273,0.0001,0.03327542543411255,79318,,
96.7,0.01,8.97,6243,51,3940,319171,0.0001,0.03836279734969139,79542,,
94.61,0.01,8.76,6271,51,3950,320198,0.0001,0.12754277884960175,79799,,
100.41,0.01,9.34,6309,50,3960,321569,0.0001,0.03669354319572449,80142,,
101.25,0.01,9.45,6335,50,3970,322576,0.0001,0.07628314197063446,80393,,
99.45,0.01,9.24,6355,50,3980,323322,0.0001,0.06354177743196487,80580,,
100.78,0.01,9.29,6396,50,3990,324699,0.0001,0.2900296151638031,80924,,
101.0,0.01,9.41,6425,50,4000,325534,0.0001,0.047671910375356674,81133,,
100.42,0.01,9.52,6451,50,4010,326407,0.0001,0.08408468961715698,81351,,
99.79,0.01,9.42,6482,50,4020,327189,0.0001,0.09855373948812485,81547,,
100.24,0.01,9.54,6517,50,4030,328297,0.0001,0.10822509229183197,81824,,
105.96,0.01,10.06,6555,50,4040,329767,0.0001,0.535247266292572,82191,,
105.83,0.01,10.32,6580,50,4050,330781,0.0001,0.029552742838859558,82445,,
105.62,0.01,10.14,6614,50,4060,332131,0.0001,0.043522439897060394,82782,,
104.63,0.01,10.04,6637,50,4070,333039,0.0001,0.3393506705760956,83009,,
106.56,0.01,10.53,6662,50,4080,333978,0.0001,0.06835024058818817,83244,,
102.59,0.01,10.49,6687,50,4090,334958,0.0001,0.18666069209575653,83489,,
107.22,0.01,10.85,6721,50,4100,336256,0.0001,0.41643601655960083,83813,,
108.14,0.01,11.03,6747,49,4110,337221,0.0001,0.06849944591522217,84055,,
110.88,0.01,11.3,6773,49,4120,338277,0.0001,0.054271213710308075,84319,,
110.07,0.01,11.49,6800,49,4130,339304,0.0001,0.03705601394176483,84575,,
105.11,0.01,11.25,6826,49,4140,340278,0.0001,0.5922710299491882,84819,,
103.34,0.01,11.17,6847,49,4150,341115,0.0001,0.13975636661052704,85028,,
98.92,0.01,10.79,6870,49,4160,342023,0.0001,0.028698936104774475,85255,,
103.94,0.01,11.46,6906,49,4170,343433,0.0001,0.039467450231313705,85608,,
100.73,0.01,11.01,6922,49,4180,344051,0.0001,0.3451146185398102,85762,,
101.18,0.01,11.02,6947,49,4190,345076,0.0001,0.3568626642227173,86018,,
97.26,0.01,10.98,6970,49,4200,345982,0.0001,0.03914671391248703,86245,,
96.95,0.01,10.84,6993,49,4210,346916,0.0001,0.0362020768225193,86478,,
99.84,0.01,11.13,7027,49,4220,348261,0.0001,0.05179568752646446,86815,,
100.59,0.01,11.22,7055,49,4230,349363,0.0001,0.4574263095855713,87090,,
,0.01,,,,,350000,0.0001,0.04988176375627518,87249,8.0,67.8
100.93,0.01,11.16,7088,49,4240,350371,0.0001,0.05786843225359917,87342,,
104.47,0.01,11.52,7124,49,4250,351562,0.0001,0.4396745264530182,87640,,
110.89,0.01,12.6,7161,49,4260,353112,0.0001,0.040269725024700165,88027,,
103.55,0.01,11.99,7178,49,4270,353788,0.0001,0.053744569420814514,88196,,
105.09,0.01,12.08,7196,49,4280,354560,0.0001,0.06223843991756439,88389,,
116.63,0.01,13.43,7249,49,4290,356739,0.0001,0.028515389189124107,88934,,
116.05,0.01,13.36,7269,49,4300,357587,0.0001,0.11429386585950851,89146,,
119.64,0.01,13.86,7320,49,4310,358880,0.0001,0.4780094623565674,89469,,
116.45,0.01,13.67,7349,48,4320,359906,0.0001,0.3770085871219635,89726,,
115.58,0.01,13.52,7374,48,4330,360921,0.0001,0.6710317730903625,89980,,
112.94,0.01,13.31,7393,48,4340,361665,0.0001,0.3360787034034729,90166,,
110.52,0.01,12.86,7416,48,4350,362614,0.0001,0.044446006417274475,90403,,
109.64,0.01,12.45,7452,48,4360,364076,0.0001,0.09096597135066986,90768,,
118.33,0.01,13.44,7490,48,4370,365621,0.0001,0.08409297466278076,91155,,
115.95,0.01,13.33,7503,48,4380,366155,0.0001,0.044841915369033813,91288,,
112.47,0.01,12.9,7548,48,4390,367986,0.0001,0.03888804093003273,91746,,
112.51,0.01,12.76,7590,48,4400,368838,0.0001,0.030514469370245934,91959,,
124.39,0.01,14.23,7663,48,4410,371319,0.0001,0.042663827538490295,92579,,
126.4,0.01,14.32,7695,48,4420,372546,0.0001,0.45809996128082275,92886,,
130.01,0.01,14.51,7730,48,4430,373922,0.0001,0.042731333523988724,93230,,
128.21,0.01,14.28,7744,48,4440,374486,0.0001,0.3344676196575165,93371,,
128.97,0.01,14.42,7771,48,4450,375511,0.0001,0.05072188004851341,93627,,
133.57,0.01,14.85,7820,48,4460,377433,0.0001,0.7315598726272583,94108,,
127.58,0.01,14.17,7845,48,4470,378379,0.0001,0.3785889744758606,94344,,
128.46,0.01,14.26,7862,48,4480,379001,0.0001,0.04281953349709511,94500,,
121.46,0.01,13.39,7893,48,4490,380132,0.0001,0.0511280819773674,94782,,
130.45,0.01,14.32,7937,48,4500,381883,0.0001,0.058342624455690384,95220,,
117.33,0.01,12.69,7973,48,4510,383052,0.0001,0.03289354220032692,95512,,
115.41,0.01,12.61,8008,47,4520,384087,0.0001,0.09010572731494904,95771,,
121.03,0.01,13.6,8071,47,4530,386025,0.0001,0.07209473848342896,96256,,
124.45,0.01,13.83,8096,47,4540,386931,0.0001,0.07155773043632507,96482,,
126.21,0.01,14.02,8127,47,4550,388132,0.0001,0.03148050606250763,96782,,
125.92,0.01,14.13,8186,47,4560,390025,0.0001,0.03539711609482765,97256,,
132.4,0.01,14.63,8236,47,4570,391619,0.0001,0.3750495910644531,97654,,
138.35,0.01,15.14,8274,47,4580,392836,0.0001,0.48203518986701965,97958,,
135.35,0.01,14.66,8302,47,4590,393667,0.0001,0.41738834977149963,98166,,
128.54,0.01,14.1,8331,47,4600,394737,0.0001,0.03010539896786213,98434,,
133.74,0.01,14.49,8378,47,4610,396426,0.0001,0.022396482527256012,98856,,
145.02,0.01,15.5,8435,47,4620,398589,0.0001,0.22523003816604614,99397,,
,0.01,,,,,400000,0.0001,0.029325280338525772,99749,17.6,123.6
143.27,0.01,15.23,8486,47,4630,400352,0.0001,0.02914164960384369,99837,,
152.05,0.01,16.24,8533,47,4640,402136,0.0001,0.493765264749527,100283,,
162.98,0.01,17.8,8593,47,4650,404430,0.0001,0.1863889843225479,100857,,
159.9,0.01,17.49,8639,46,4660,406015,0.0001,0.059910573065280914,101253,,
162.41,0.01,18.06,8695,46,4670,407860,0.0001,0.053644582629203796,101714,,
157.48,0.01,17.72,8729,46,4680,408584,0.0001,0.3172001838684082,101895,,
163.07,0.01,18.36,8764,46,4690,409974,0.0001,0.34135618805885315,102243,,
161.95,0.01,18.03,8792,46,4700,410932,0.0001,0.027352280914783478,102482,,
154.72,0.01,17.07,8821,46,4710,411898,0.0001,0.027989305555820465,102724,,
142.27,0.01,16.06,8848,46,4720,412816,0.0001,0.103506900370121,102953,,
136.68,0.01,15.43,8887,46,4730,414020,0.0001,0.0734877958893776,103254,,
136.11,0.01,15.37,8937,46,4740,415747,0.0001,0.03771350160241127,103686,,
126.53,0.01,14.02,8975,46,4750,417083,0.0001,0.04134061932563782,104020,,
128.17,0.01,14.52,9027,46,4760,418832,0.0001,0.05990377813577652,104457,,
128.39,0.01,14.47,9109,46,4770,420699,0.0001,0.08979325741529465,104924,,
137.38,0.01,15.37,9156,46,4780,422322,0.0001,0.03018070012331009,105330,,
137.85,0.01,15.78,9197,46,4790,423759,0.0001,0.040807537734508514,105689,,
137.36,0.01,15.85,9224,46,4800,424668,0.0001,0.1556699573993683,105916,,
138.44,0.01,16.37,9257,45,4810,425742,0.0001,0.11619346588850021,106185,,
140.41,0.01,16.58,9289,45,4820,426857,0.0001,0.029503287747502327,106464,,
138.7,0.01,16.3,9320,45,4830,427890,0.0001,0.05116148665547371,106722,,
139.54,0.01,16.56,9376,45,4840,429701,0.0001,0.040913235396146774,107175,,
138.42,0.01,16.62,9420,45,4850,430925,0.0001,0.030851634219288826,107481,,
133.32,0.01,15.89,9459,45,4860,432164,0.0001,0.04970645159482956,107790,,
121.25,0.01,14.49,9474,45,4870,432824,0.0001,0.026989569887518883,107955,,
124.88,0.01,15.1,9520,45,4880,434810,0.0001,0.02381073869764805,108452,,
121.7,0.01,14.56,9555,45,4890,435929,0.0001,0.03024192899465561,108732,,
118.14,0.01,14.22,9569,45,4900,436482,0.0001,0.033825211226940155,108870,,
117.67,0.01,14.08,9591,45,4910,437509,0.0001,0.059904277324676514,109127,,
113.3,0.01,13.39,9606,45,4920,438187,0.0001,0.43075990676879883,109296,,
115.56,0.01,13.63,9633,45,4930,439446,0.0001,0.8003303408622742,109611,,
118.1,0.01,13.94,9677,45,4940,441511,0.0001,0.02050567790865898,110127,,
115.39,0.01,13.49,9699,45,4950,442464,0.0001,0.031730882823467255,110365,,
115.67,0.01,13.57,9727,45,4960,443731,0.0001,0.06799934804439545,110682,,
123.9,0.01,14.6,9759,45,4970,445214,0.0001,0.059936027973890305,111053,,
112.02,0.01,13.06,9778,45,4980,446012,0.0001,0.14847727119922638,111252,,
118.08,0.01,13.88,9817,45,4990,447737,0.0001,0.0547492690384388,111684,,
132.27,0.01,15.64,9859,45,5000,449709,0.0001,0.039939749985933304,112177,,
,0.01,,,,,450000,0.0001,0.024049900472164154,112249,24.0,205.0
138.98,0.01,16.42,9901,45,5010,451407,0.0001,0.07101476192474365,112601,,
141.5,0.01,16.74,9922,45,5020,452337,0.0001,0.0485137440264225,112834,,
140.99,0.01,16.92,9948,45,5030,453545,0.0001,0.0380406379699707,113136,,
134.03,0.01,16.1,9978,45,5040,454914,0.0001,0.03961077332496643,113478,,
139.07,0.01,16.68,10010,45,5050,456371,0.0001,0.03637373819947243,113842,,
146.56,0.01,17.31,10054,45,5060,458387,0.0001,0.05218813940882683,114346,,
140.79,0.01,16.5,10074,45,5070,459293,0.0001,0.06359375268220901,114573,,
140.97,0.01,16.6,10092,45,5080,460109,0.0001,0.34338581562042236,114777,,
138.67,0.01,16.35,10126,45,5090,461604,0.0001,0.04713832214474678,115150,,
134.52,0.01,15.74,10160,45,5100,463161,0.0001,0.4707261919975281,115540,,
139.0,0.01,16.36,10206,45,5110,465307,0.0001,0.05332004278898239,116076,,
139.55,0.01,16.45,10227,45,5120,466292,0.0001,0.023624993860721588,116322,,
136.98,0.01,15.95,10249,45,5130,467243,0.0001,0.04552031680941582,116560,,
131.91,0.01,15.47,10268,45,5140,468105,0.0001,0.07704130560159683,116776,,
135.59,0.01,15.92,10307,45,5150,469930,0.0001,0.059237100183963776,117232,,
130.13,0.01,15.43,10339,45,5160,471400,0.0001,0.045442696660757065,117599,,
132.39,0.01,15.76,10364,45,5170,472532,0.0001,0.034770943224430084,117882,,
141.32,0.01,16.74,10402,45,5180,474241,0.0001,0.020501334220170975,118310,,
147.99,0.01,17.48,10449,45,5190,476403,0.0001,0.04739527031779289,118850,,
141.33,0.01,16.79,10468,45,5200,477294,0.0001,0.058318618685007095,119073,,
131.48,0.01,15.63,10494,45,5210,478455,0.0001,0.052740052342414856,119363,,
145.26,0.01,17.36,10545,45,5220,480818,0.0001,0.03938669338822365,119954,,
147.29,0.01,17.59,10571,45,5230,481972,0.0001,0.019458314403891563,120242,,
158.46,0.01,18.72,10615,45,5240,483951,0.0001,0.04661312699317932,120737,,
150.14,0.01,17.86,10637,45,5250,484944,0.0001,0.45487454533576965,120985,,
143.21,0.01,17.2,10654,45,5260,485721,0.0001,0.07017495483160019,121180,,
146.71,0.01,17.85,10686,45,5270,487203,0.0001,0.032922569662332535,121550,,
154.47,0.01,18.64,10740,45,5280,489688,0.0001,0.020412318408489227,122171,,
146.17,0.01,17.81,10770,45,5290,491020,0.0001,0.3532900810241699,122504,,
155.32,0.01,18.66,10809,45,5300,492826,0.0001,0.025223692879080772,122956,,
155.61,0.01,18.56,10835,45,5310,494016,0.0001,0.037923749536275864,123253,,
154.72,0.01,18.24,10884,45,5320,496290,0.0001,0.4488794207572937,123822,,
154.06,0.01,18.08,10907,45,5330,497378,0.0001,0.025998011231422424,124094,,
143.45,0.01,16.89,10928,45,5340,498296,0.0001,0.03301677107810974,124323,,
,0.01,,,,,500000,0.0001,0.23120051622390747,124749,39.8,337.4
